date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:46:21	29723/29723	---MCZ	200	added ('OK')	text/html	date:Sun,%2020%20Oct%202019%2012:03:22%20GMT	https://demo.hasthemes.com/koparion-preview/koparion/cart.html	C:/My%20Web%20Sites/claire%20fontaine/demo.hasthemes.com/koparion-preview/koparion/cart.html	(from )
18:46:21	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Wed,%2020%20Nov%202019%2017:46:21%20GMT	https://demo.hasthemes.com/robots.txt		(from )
18:46:22	2106/2106	---M--	200	added ('OK')	image/png	etag:%22a1dc2c12608cca0d98ccf27862327a5d%22	https://demo.hasthemes.com/koparion-preview/koparion/img/favicon.png	C:/My%20Web%20Sites/claire%20fontaine/demo.hasthemes.com/koparion-preview/koparion/img/favicon.png	(from https://demo.hasthemes.com/koparion-preview/koparion/cart.html)
18:46:23	155758/155758	---MCZ	200	added ('OK')	text/css	date:Sun,%2020%20Oct%202019%2012:03:38%20GMT	https://demo.hasthemes.com/koparion-preview/koparion/css/bootstrap.min.css	C:/My%20Web%20Sites/claire%20fontaine/demo.hasthemes.com/koparion-preview/koparion/css/bootstrap.min.css	(from https://demo.hasthemes.com/koparion-preview/koparion/cart.html)
18:46:24	70824/70824	---MCZ	200	added ('OK')	text/css	date:Sun,%2020%20Oct%202019%2012:03:37%20GMT	https://demo.hasthemes.com/koparion-preview/koparion/css/animate.css	C:/My%20Web%20Sites/claire%20fontaine/demo.hasthemes.com/koparion-preview/koparion/css/animate.css	(from https://demo.hasthemes.com/koparion-preview/koparion/cart.html)
18:46:24	2851/2851	---MCZ	200	added ('OK')	text/css	date:Sun,%2020%20Oct%202019%2012:03:42%20GMT	https://demo.hasthemes.com/koparion-preview/koparion/css/meanmenu.min.css	C:/My%20Web%20Sites/claire%20fontaine/demo.hasthemes.com/koparion-preview/koparion/css/meanmenu.min.css	(from https://demo.hasthemes.com/koparion-preview/koparion/cart.html)
18:46:25	3351/3351	---MCZ	200	added ('OK')	text/css	date:Sun,%2020%20Oct%202019%2012:03:43%20GMT	https://demo.hasthemes.com/koparion-preview/koparion/css/owl.carousel.css	C:/My%20Web%20Sites/claire%20fontaine/demo.hasthemes.com/koparion-preview/koparion/css/owl.carousel.css	(from https://demo.hasthemes.com/koparion-preview/koparion/cart.html)
18:46:25	27466/27466	---MCZ	200	added ('OK')	text/css	date:Sun,%2020%20Oct%202019%2012:03:41%20GMT	https://demo.hasthemes.com/koparion-preview/koparion/css/font-awesome.min.css	C:/My%20Web%20Sites/claire%20fontaine/demo.hasthemes.com/koparion-preview/koparion/css/font-awesome.min.css	(from https://demo.hasthemes.com/koparion-preview/koparion/cart.html)
18:46:25	6866/6866	---MCZ	200	added ('OK')	text/css	date:Sun,%2020%20Oct%202019%2012:03:40%20GMT	https://demo.hasthemes.com/koparion-preview/koparion/css/flexslider.css	C:/My%20Web%20Sites/claire%20fontaine/demo.hasthemes.com/koparion-preview/koparion/css/flexslider.css	(from https://demo.hasthemes.com/koparion-preview/koparion/cart.html)
18:46:25	11040/11040	---MCZ	200	added ('OK')	text/css	date:Sun,%2020%20Oct%202019%2012:03:39%20GMT	https://demo.hasthemes.com/koparion-preview/koparion/css/chosen.min.css	C:/My%20Web%20Sites/claire%20fontaine/demo.hasthemes.com/koparion-preview/koparion/css/chosen.min.css	(from https://demo.hasthemes.com/koparion-preview/koparion/cart.html)
18:46:26	30164/30164	---MCZ	200	added ('OK')	text/css	date:Sun,%2020%20Oct%202019%2012:03:45%20GMT	https://demo.hasthemes.com/koparion-preview/koparion/css/responsive.css	C:/My%20Web%20Sites/claire%20fontaine/demo.hasthemes.com/koparion-preview/koparion/css/responsive.css	(from https://demo.hasthemes.com/koparion-preview/koparion/cart.html)
18:46:27	144348/144348	---MCZ	200	added ('OK')	text/css	date:Sun,%2020%20Oct%202019%2012:03:34%20GMT	https://demo.hasthemes.com/koparion-preview/koparion/style.css	C:/My%20Web%20Sites/claire%20fontaine/demo.hasthemes.com/koparion-preview/koparion/style.css	(from https://demo.hasthemes.com/koparion-preview/koparion/cart.html)
18:46:27	15514/15514	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2020%20Oct%202019%2012:05:33%20GMT	https://demo.hasthemes.com/koparion-preview/koparion/js/vendor/modernizr-2.8.3.min.js	C:/My%20Web%20Sites/claire%20fontaine/demo.hasthemes.com/koparion-preview/koparion/js/vendor/modernizr-2.8.3.min.js	(from https://demo.hasthemes.com/koparion-preview/koparion/cart.html)
18:46:28	1482/1482	---M--	200	added ('OK')	image/jpeg	etag:%22fe054c3982f4a2b880111c5afab5ee29%22	https://demo.hasthemes.com/koparion-preview/koparion/img/flag/1.jpg	C:/My%20Web%20Sites/claire%20fontaine/demo.hasthemes.com/koparion-preview/koparion/img/flag/1.jpg	(from https://demo.hasthemes.com/koparion-preview/koparion/cart.html)
18:46:28	1292/1292	---M--	200	added ('OK')	image/jpeg	etag:%22e487119fa06ed54dced4196811afc048%22	https://demo.hasthemes.com/koparion-preview/koparion/img/flag/2.jpg	C:/My%20Web%20Sites/claire%20fontaine/demo.hasthemes.com/koparion-preview/koparion/img/flag/2.jpg	(from https://demo.hasthemes.com/koparion-preview/koparion/cart.html)
18:46:29	1376/1376	---M--	200	added ('OK')	image/jpeg	etag:%22a2cf9650bd184d067d4f4dd864c667c5%22	https://demo.hasthemes.com/koparion-preview/koparion/img/flag/3.jpg	C:/My%20Web%20Sites/claire%20fontaine/demo.hasthemes.com/koparion-preview/koparion/img/flag/3.jpg	(from https://demo.hasthemes.com/koparion-preview/koparion/cart.html)
18:46:29	42871/42871	---MCZ	200	added ('OK')	text/html	date:Sun,%2020%20Oct%202019%2012:03:31%20GMT	https://demo.hasthemes.com/koparion-preview/koparion/my-account.html	C:/My%20Web%20Sites/claire%20fontaine/demo.hasthemes.com/koparion-preview/koparion/my-account.html	(from https://demo.hasthemes.com/koparion-preview/koparion/cart.html)
18:46:30	50223/50223	---MCZ	200	added ('OK')	text/html	date:Sun,%2020%20Oct%202019%2012:03:23%20GMT	https://demo.hasthemes.com/koparion-preview/koparion/checkout.html	C:/My%20Web%20Sites/claire%20fontaine/demo.hasthemes.com/koparion-preview/koparion/checkout.html	(from https://demo.hasthemes.com/koparion-preview/koparion/cart.html)
18:46:31	24290/24290	---MCZ	200	added ('OK')	text/html	date:Sun,%2020%20Oct%202019%2012:03:30%20GMT	https://demo.hasthemes.com/koparion-preview/koparion/login.html	C:/My%20Web%20Sites/claire%20fontaine/demo.hasthemes.com/koparion-preview/koparion/login.html	(from https://demo.hasthemes.com/koparion-preview/koparion/cart.html)
18:46:32	174152/174152	---MCZ	200	added ('OK')	text/html	date:Sun,%2020%20Oct%202019%2012:03:32%20GMT	https://demo.hasthemes.com/koparion-preview/koparion/index.html	C:/My%20Web%20Sites/claire%20fontaine/demo.hasthemes.com/koparion-preview/koparion/index.html	(from https://demo.hasthemes.com/koparion-preview/koparion/cart.html)
18:46:33	2898/2898	---M--	200	added ('OK')	image/png	etag:%22e4de4d519ae4dde332080f16439604ef%22	https://demo.hasthemes.com/koparion-preview/koparion/img/logo/logo.png	C:/My%20Web%20Sites/claire%20fontaine/demo.hasthemes.com/koparion-preview/koparion/img/logo/logo.png	(from https://demo.hasthemes.com/koparion-preview/koparion/cart.html)
18:46:33	28408/28408	---M--	200	added ('OK')	image/jpeg	etag:%225828df7fd3c6c816daf3dc2f8ebb04cb%22	https://demo.hasthemes.com/koparion-preview/koparion/img/product/1.jpg	C:/My%20Web%20Sites/claire%20fontaine/demo.hasthemes.com/koparion-preview/koparion/img/product/1.jpg	(from https://demo.hasthemes.com/koparion-preview/koparion/cart.html)
18:46:34	20905/20905	---M--	200	added ('OK')	image/jpeg	etag:%228810271a5fe1e91f5ba602cf2c1230d3%22	https://demo.hasthemes.com/koparion-preview/koparion/img/product/3.jpg	C:/My%20Web%20Sites/claire%20fontaine/demo.hasthemes.com/koparion-preview/koparion/img/product/3.jpg	(from https://demo.hasthemes.com/koparion-preview/koparion/cart.html)
18:46:35	157238/157238	---MCZ	200	added ('OK')	text/html	date:Sun,%2020%20Oct%202019%2012:03:24%20GMT	https://demo.hasthemes.com/koparion-preview/koparion/index-2.html	C:/My%20Web%20Sites/claire%20fontaine/demo.hasthemes.com/koparion-preview/koparion/index-2.html	(from https://demo.hasthemes.com/koparion-preview/koparion/cart.html)
18:46:36	217080/217080	---MCZ	200	added ('OK')	text/html	date:Sun,%2020%20Oct%202019%2012:03:25%20GMT	https://demo.hasthemes.com/koparion-preview/koparion/index-3.html	C:/My%20Web%20Sites/claire%20fontaine/demo.hasthemes.com/koparion-preview/koparion/index-3.html	(from https://demo.hasthemes.com/koparion-preview/koparion/cart.html)
18:46:36	93906/93906	---MCZ	200	added ('OK')	text/html	date:Sun,%2020%20Oct%202019%2012:03:26%20GMT	https://demo.hasthemes.com/koparion-preview/koparion/index-4.html	C:/My%20Web%20Sites/claire%20fontaine/demo.hasthemes.com/koparion-preview/koparion/index-4.html	(from https://demo.hasthemes.com/koparion-preview/koparion/cart.html)
18:46:37	202709/202709	---MCZ	200	added ('OK')	text/html	date:Sun,%2020%20Oct%202019%2012:03:29%20GMT	https://demo.hasthemes.com/koparion-preview/koparion/index-5.html	C:/My%20Web%20Sites/claire%20fontaine/demo.hasthemes.com/koparion-preview/koparion/index-5.html	(from https://demo.hasthemes.com/koparion-preview/koparion/cart.html)
18:46:38	172557/172557	---MCZ	200	added ('OK')	text/html	date:Sun,%2020%20Oct%202019%2012:03:27%20GMT	https://demo.hasthemes.com/koparion-preview/koparion/index-6.html	C:/My%20Web%20Sites/claire%20fontaine/demo.hasthemes.com/koparion-preview/koparion/index-6.html	(from https://demo.hasthemes.com/koparion-preview/koparion/cart.html)
18:46:39	158721/158721	---MCZ	200	added ('OK')	text/html	date:Sun,%2020%20Oct%202019%2012:03:29%20GMT	https://demo.hasthemes.com/koparion-preview/koparion/index-7.html	C:/My%20Web%20Sites/claire%20fontaine/demo.hasthemes.com/koparion-preview/koparion/index-7.html	(from https://demo.hasthemes.com/koparion-preview/koparion/cart.html)
18:46:39	57931/57931	---MCZ	200	added ('OK')	text/html	date:Sun,%2020%20Oct%202019%2012:03:33%20GMT	https://demo.hasthemes.com/koparion-preview/koparion/product-details.html	C:/My%20Web%20Sites/claire%20fontaine/demo.hasthemes.com/koparion-preview/koparion/product-details.html	(from https://demo.hasthemes.com/koparion-preview/koparion/cart.html)
18:46:40	38490/38490	---MCZ	200	added ('OK')	text/html	date:Sun,%2020%20Oct%202019%2012:03:22%20GMT	https://demo.hasthemes.com/koparion-preview/koparion/blog.html	C:/My%20Web%20Sites/claire%20fontaine/demo.hasthemes.com/koparion-preview/koparion/blog.html	(from https://demo.hasthemes.com/koparion-preview/koparion/cart.html)
18:46:40	73537/73537	---MCZ	200	added ('OK')	text/html	date:Sun,%2020%20Oct%202019%2012:03:35%20GMT	https://demo.hasthemes.com/koparion-preview/koparion/shop.html	C:/My%20Web%20Sites/claire%20fontaine/demo.hasthemes.com/koparion-preview/koparion/shop.html	(from https://demo.hasthemes.com/koparion-preview/koparion/cart.html)
18:46:40	33092/33092	---MCZ	200	added ('OK')	text/html	date:Sun,%2020%20Oct%202019%2012:03:22%20GMT	https://demo.hasthemes.com/koparion-preview/koparion/blog-details.html	C:/My%20Web%20Sites/claire%20fontaine/demo.hasthemes.com/koparion-preview/koparion/blog-details.html	(from https://demo.hasthemes.com/koparion-preview/koparion/cart.html)
18:46:41	73542/73542	---MCZ	200	added ('OK')	text/html	date:Sun,%2020%20Oct%202019%2012:03:34%20GMT	https://demo.hasthemes.com/koparion-preview/koparion/shop-list.html	C:/My%20Web%20Sites/claire%20fontaine/demo.hasthemes.com/koparion-preview/koparion/shop-list.html	(from https://demo.hasthemes.com/koparion-preview/koparion/cart.html)
18:46:41	57824/57824	---MCZ	200	added ('OK')	text/html	date:Sun,%2020%20Oct%202019%2012:03:32%20GMT	https://demo.hasthemes.com/koparion-preview/koparion/product-details-affiliate.html	C:/My%20Web%20Sites/claire%20fontaine/demo.hasthemes.com/koparion-preview/koparion/product-details-affiliate.html	(from https://demo.hasthemes.com/koparion-preview/koparion/cart.html)
18:46:41	27845/27845	---MCZ	200	added ('OK')	text/html	date:Sun,%2020%20Oct%202019%2012:03:23%20GMT	https://demo.hasthemes.com/koparion-preview/koparion/contact.html	C:/My%20Web%20Sites/claire%20fontaine/demo.hasthemes.com/koparion-preview/koparion/contact.html	(from https://demo.hasthemes.com/koparion-preview/koparion/cart.html)
18:46:41	32223/32223	---MCZ	200	added ('OK')	text/html	date:Sun,%2020%20Oct%202019%2012:03:21%20GMT	https://demo.hasthemes.com/koparion-preview/koparion/about.html	C:/My%20Web%20Sites/claire%20fontaine/demo.hasthemes.com/koparion-preview/koparion/about.html	(from https://demo.hasthemes.com/koparion-preview/koparion/cart.html)
18:46:42	25180/25180	---MCZ	200	added ('OK')	text/html	date:Sun,%2020%20Oct%202019%2012:03:33%20GMT	https://demo.hasthemes.com/koparion-preview/koparion/register.html	C:/My%20Web%20Sites/claire%20fontaine/demo.hasthemes.com/koparion-preview/koparion/register.html	(from https://demo.hasthemes.com/koparion-preview/koparion/cart.html)
18:46:43	32758/32758	---MCZ	200	added ('OK')	text/html	date:Sun,%2020%20Oct%202019%2012:03:23%20GMT	https://demo.hasthemes.com/koparion-preview/koparion/compare.html	C:/My%20Web%20Sites/claire%20fontaine/demo.hasthemes.com/koparion-preview/koparion/compare.html	(from https://demo.hasthemes.com/koparion-preview/koparion/cart.html)
18:46:44	23581/23581	---MCZ	200	added ('OK')	text/html	date:Sun,%2020%20Oct%202019%2012:03:35%20GMT	https://demo.hasthemes.com/koparion-preview/koparion/wishlist.html	C:/My%20Web%20Sites/claire%20fontaine/demo.hasthemes.com/koparion-preview/koparion/wishlist.html	(from https://demo.hasthemes.com/koparion-preview/koparion/cart.html)
18:46:44	24033/24033	---MCZ	200	added ('OK')	text/html	date:Sun,%2020%20Oct%202019%2012:03:21%20GMT	https://demo.hasthemes.com/koparion-preview/koparion/404.html	C:/My%20Web%20Sites/claire%20fontaine/demo.hasthemes.com/koparion-preview/koparion/404.html	(from https://demo.hasthemes.com/koparion-preview/koparion/cart.html)
18:46:44	4506/4506	---M--	200	added ('OK')	image/jpeg	etag:%226cc7eea4cfeb700e3d2a7aed3f556629%22	https://demo.hasthemes.com/koparion-preview/koparion/img/cart/1.jpg	C:/My%20Web%20Sites/claire%20fontaine/demo.hasthemes.com/koparion-preview/koparion/img/cart/1.jpg	(from https://demo.hasthemes.com/koparion-preview/koparion/cart.html)
18:46:45	4080/4080	---M--	200	added ('OK')	image/jpeg	etag:%2216b20d442f5870fd949ec83a66a180a7%22	https://demo.hasthemes.com/koparion-preview/koparion/img/cart/2.jpg	C:/My%20Web%20Sites/claire%20fontaine/demo.hasthemes.com/koparion-preview/koparion/img/cart/2.jpg	(from https://demo.hasthemes.com/koparion-preview/koparion/cart.html)
18:46:45	11095/11095	---M--	200	added ('OK')	image/png	etag:%220516f42016f2267c82d853b8c5a9e3c7%22	https://demo.hasthemes.com/koparion-preview/koparion/img/1.png	C:/My%20Web%20Sites/claire%20fontaine/demo.hasthemes.com/koparion-preview/koparion/img/1.png	(from https://demo.hasthemes.com/koparion-preview/koparion/cart.html)
18:46:46	97362/97362	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2020%20Oct%202019%2012:05:33%20GMT	https://demo.hasthemes.com/koparion-preview/koparion/js/vendor/jquery-1.12.0.min.js	C:/My%20Web%20Sites/claire%20fontaine/demo.hasthemes.com/koparion-preview/koparion/js/vendor/jquery-1.12.0.min.js	(from https://demo.hasthemes.com/koparion-preview/koparion/cart.html)
18:46:46	20342/20342	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2020%20Oct%202019%2012:04:14%20GMT	https://demo.hasthemes.com/koparion-preview/koparion/js/popper.min.js	C:/My%20Web%20Sites/claire%20fontaine/demo.hasthemes.com/koparion-preview/koparion/js/popper.min.js	(from https://demo.hasthemes.com/koparion-preview/koparion/cart.html)
18:46:47	58072/58072	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2020%20Oct%202019%2012:04:08%20GMT	https://demo.hasthemes.com/koparion-preview/koparion/js/bootstrap.min.js	C:/My%20Web%20Sites/claire%20fontaine/demo.hasthemes.com/koparion-preview/koparion/js/bootstrap.min.js	(from https://demo.hasthemes.com/koparion-preview/koparion/cart.html)
18:46:48	44348/44348	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2020%20Oct%202019%2012:04:13%20GMT	https://demo.hasthemes.com/koparion-preview/koparion/js/owl.carousel.min.js	C:/My%20Web%20Sites/claire%20fontaine/demo.hasthemes.com/koparion-preview/koparion/js/owl.carousel.min.js	(from https://demo.hasthemes.com/koparion-preview/koparion/cart.html)
18:46:48	11467/11467	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2020%20Oct%202019%2012:04:11%20GMT	https://demo.hasthemes.com/koparion-preview/koparion/js/jquery.meanmenu.js	C:/My%20Web%20Sites/claire%20fontaine/demo.hasthemes.com/koparion-preview/koparion/js/jquery.meanmenu.js	(from https://demo.hasthemes.com/koparion-preview/koparion/cart.html)
18:46:49	8426/8426	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2020%20Oct%202019%2012:04:15%20GMT	https://demo.hasthemes.com/koparion-preview/koparion/js/wow.min.js	C:/My%20Web%20Sites/claire%20fontaine/demo.hasthemes.com/koparion-preview/koparion/js/wow.min.js	(from https://demo.hasthemes.com/koparion-preview/koparion/cart.html)
18:46:50	1770/1770	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2020%20Oct%202019%2012:04:12%20GMT	https://demo.hasthemes.com/koparion-preview/koparion/js/jquery.parallax-1.1.3.js	C:/My%20Web%20Sites/claire%20fontaine/demo.hasthemes.com/koparion-preview/koparion/js/jquery.parallax-1.1.3.js	(from https://demo.hasthemes.com/koparion-preview/koparion/cart.html)
18:46:50	5057/5057	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2020%20Oct%202019%2012:04:08%20GMT	https://demo.hasthemes.com/koparion-preview/koparion/js/jquery.countdown.min.js	C:/My%20Web%20Sites/claire%20fontaine/demo.hasthemes.com/koparion-preview/koparion/js/jquery.countdown.min.js	(from https://demo.hasthemes.com/koparion-preview/koparion/cart.html)
18:46:50	55338/55338	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2020%20Oct%202019%2012:04:11%20GMT	https://demo.hasthemes.com/koparion-preview/koparion/js/jquery.flexslider.js	C:/My%20Web%20Sites/claire%20fontaine/demo.hasthemes.com/koparion-preview/koparion/js/jquery.flexslider.js	(from https://demo.hasthemes.com/koparion-preview/koparion/cart.html)
18:46:51	28456/28456	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2020%20Oct%202019%2012:04:07%20GMT	https://demo.hasthemes.com/koparion-preview/koparion/js/chosen.jquery.min.js	C:/My%20Web%20Sites/claire%20fontaine/demo.hasthemes.com/koparion-preview/koparion/js/chosen.jquery.min.js	(from https://demo.hasthemes.com/koparion-preview/koparion/cart.html)
18:46:51	1067/1067	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2020%20Oct%202019%2012:04:09%20GMT	https://demo.hasthemes.com/koparion-preview/koparion/js/jquery.counterup.min.js	C:/My%20Web%20Sites/claire%20fontaine/demo.hasthemes.com/koparion-preview/koparion/js/jquery.counterup.min.js	(from https://demo.hasthemes.com/koparion-preview/koparion/cart.html)
18:46:51	8044/8044	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2020%20Oct%202019%2012:04:15%20GMT	https://demo.hasthemes.com/koparion-preview/koparion/js/waypoints.min.js	C:/My%20Web%20Sites/claire%20fontaine/demo.hasthemes.com/koparion-preview/koparion/js/waypoints.min.js	(from https://demo.hasthemes.com/koparion-preview/koparion/cart.html)
18:46:52	2803/2803	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2020%20Oct%202019%2012:04:13%20GMT	https://demo.hasthemes.com/koparion-preview/koparion/js/plugins.js	C:/My%20Web%20Sites/claire%20fontaine/demo.hasthemes.com/koparion-preview/koparion/js/plugins.js	(from https://demo.hasthemes.com/koparion-preview/koparion/cart.html)
